nama_produk,kategori,username,rating,ulasan,tanggal
Phantom K8 TWS Gaming,headset,a***d,5,"bass kurang pedes sama aj yg punya aku sebelumny yg 30rban g expected, battry tahan cuma 3jam packing aman seller semoga awet thnks seller tokped kurir",10 bulan lalu
Phantom K8 TWS Gaming,headset,J***z,5,𝘖𝘬𝘦 👌 𝘵𝘦𝘳𝘪𝘮𝘢𝘬𝘢𝘴𝘪𝘩 𝘛𝘦𝘳𝘪𝘮𝘢𝘬𝘢𝘴𝘪𝘩 𝘮𝘢𝘯𝘨 𝘬𝘶𝘳𝘪𝘳,5 bulan lalu
Phantom K8 TWS Gaming,headset,R***e,5,"paket udah datang belum dicoba moga aja awet.... untuk barangnya cukup bagus dan asli JBL... amanah selalu toko nya😘 dan kurirnya super cepat pengiriman nya pagi"" ud...",6 bulan lalu
Phantom K8 TWS Gaming,headset,G***a,5,"Makasih bos,pesanan saya. Udah nyampe,barang bagus,suara bagus bas ok..",7 bulan lalu
Phantom K8 TWS Gaming,headset,U***h,5,"Kejernihan lensa: Sangat bagus Kualitas pengerjaan: Tidak di ragukan lagi dan produk nya terjamin kualitasnya sesuai ekspektasi Performa: Jernih,bass oke, dan model fleks...",12 bulan lalu
Phantom K8 TWS Gaming,headset,H***q,5,"kedap suara, jernih, bass nya mantep. recommend sii buat harga segitu. udah include casan tipe C dan kartu ucapan. ada kertas panduan juga kalo masi blom ngerti cara pake...",6 bulan lalu
Phantom K8 TWS Gaming,headset,Z***i,5,Sdh sampai brgnya. Kadang2 suka ngeleg sendiri. G dipencet tiba2 berhenti.,10 bulan lalu
Phantom K8 TWS Gaming,headset,I***m,5,"sumpah awalnya trust issue banget gk bakal bagus/kuat barangnya eh malah sebaliknya, kualitas bagus suaranya nge bass no rusak worth to buy, pemakaian udah hampir 2 mingg...",9 bulan lalu
Phantom K8 TWS Gaming,headset,L***r,5,"Gila keren banget nih jbl phantom,suaranya jernih bentuknya pas tidak sakit di telinga apalagi bass-nya mantul banget.Cocok untuk olah raga spt joging.",10 bulan lalu
Phantom K8 TWS Gaming,headset,A***a,5,barang bagus packing aman pengiriman cepat,11 bulan lalu
Phantom K8 TWS Gaming,headset,Y***w,4,"Murah sih, aku gak tau ini ori atau kw, yg jelas yg ori ada harga dan spesifikasi yg bagus, tapi untuk suara lumayan bagus, akan tetapi ini kan JBL Phantom K8 kenapa di b...",10 bulan lalu
Phantom K8 TWS Gaming,headset,R***d,4,"Sudah diterima. Alhamdulillah nyala. Kalau kualitas yaahh seadanya dgn harga lah ya... Tdk berharap lebih. Bagus... Tapike pendem bgt, ga Plong aja suaranya, kurang...",11 bulan lalu
Phantom K8 TWS Gaming,headset,R***c,4,"Sempet nyangkut"" Entah kemana sampai blepotan",9 bulan lalu
Phantom K8 TWS Gaming,headset,Z***r,4,Alhamdulillah paket mendarat dengan selamat,5 bulan lalu
Phantom K8 TWS Gaming,headset,J***k,4,"Kualitas pengerjaan: Baik Kejernihan lensa: Baik Performa: Baik trimakasih best seller, barang bagus tapi packing nya perlu diperbaiki",5 bulan lalu
Phantom K8 TWS Gaming,headset,I***g,4,Performa: untuk produk nya sesuai pada gambar yang tertera suara nya jernih dan bass terdengar jelas ditelinga,9 bulan lalu
Phantom K8 TWS Gaming,headset,N***o,4,"Baru ngeh setelah liat foto & cr tau di media online ternyata berbeda, tdk sesuai gmbr deskripsi, tp masih bisa pake lahh, cuma ketahanan sy blm tes berapa lama, bass...",9 bulan lalu
Phantom K8 TWS Gaming,headset,F***s,4,"Paket nyampenya lama, Untuk barang sesuai pesanan, berfungsi, bassnya jg ok, tapi blm tau awet atau gak batrainya, Kalo untuk telvonan suara kurang jelas",10 bulan lalu
Phantom K8 TWS Gaming,headset,D***k,4,maaf sy kasih ⭐'y 4 ajah krn gak bisa diaplikasi di hp sy.. bluetooth'y gak bisa ke baca di hp sy.. jd agak mubazir siy yah sy beli'y.,9 bulan lalu
Phantom K8 TWS Gaming,headset,S***x,4,"Lumayan sih untuk headset harga segitu. tapi kalau kalian punya uang lebih dan cari kualitas yg bagus, gua saranin cari tipe yg diatasnya.. ini wort it banget dengan harg...",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,V***f,4,"Kurang jernih aja sih suara nya tpi volume nya besar, semoga awet yaa, dgn harga segitu lumayan worth it",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,P***z,4,"Performa: audio jelas, tidak terlalu kecil, nyaman di telinga bass: cukup dan lumayan kerasa di telinga kualitas : baik dan bagus dengan harga yang sesuai worth it untu...",4 bulan lalu
Phantom K8 TWS Gaming,headset,Z***f,4,"Paket udh datg, pas d coba sh yg sebelahnya gk da suaranya trus kadang2 nyambung blututnya kadg nggak. V sekrang udh lancar, suaranya ngebas enak lembut gk sakit d teling...",7 bulan lalu
Phantom K8 TWS Gaming,headset,K***a,4,Yang outyini beli baru Bru 4 hrian baru sampai tapi suuaranya gede tp kurang ngebass Yg hitam ni aku bli yg dlu itu suaranya sedeng ngebasss Makanya aku beli merk jbl l...,5 bulan lalu
Phantom K8 TWS Gaming,headset,N***w,4,"Pesanan sudah sampai, headsetnya bagus suaranya pun bagus saya suka, abg kurirnya pun baik dan rama",10 bulan lalu
Phantom K8 TWS Gaming,headset,V***p,4,"paket mendarat dg tepat,barang bagus suara ngebas,minus kabel cas ad yg putus",7 bulan lalu
Phantom K8 TWS Gaming,headset,P***f,4,"Paket telah sampai, respon seller nya cepat, packing nya juga rapih , barang sesuai pesanan",5 bulan lalu
Phantom K8 TWS Gaming,headset,K***o,4,Pesanan sudah samapi belum saya coba. Semoga awet. Terimkasih kak .. Semoga selalu amanah,11 bulan lalu
Phantom K8 TWS Gaming,headset,Z***h,4,"Barang sampai dengan aman, berfungsi dengan baik. Suara oke sih..",9 bulan lalu
Phantom K8 TWS Gaming,headset,A***g,4,kaulitas barang aman lumayan bas nya kencang bagus sekali,10 bulan lalu
Phantom K8 TWS Gaming,headset,Z***w,4,Sampai dengan baik semoga awet bermanfaat dan berkah. Terimakasih,10 bulan lalu
Phantom K8 TWS Gaming,headset,H***i,4,"Barang udah sampai, tapi kok beda ya ama yg di iklan ?",10 bulan lalu
Phantom K8 TWS Gaming,headset,B***i,4,Pengiriman lama buangettt gilaaa Belum cobain baru di charge,9 bulan lalu
Phantom K8 TWS Gaming,headset,K***d,4,Kenapa tidak ada indikator cas nya ya kak? Tolong nih,6 bulan lalu
Phantom K8 TWS Gaming,headset,K***r,4,Paket sudah sampai terima kasih,9 bulan lalu
Phantom K8 TWS Gaming,headset,H***h,4,Saya harap ini akan menjadi daily driver tws yang berkualitas,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,O***q,4,Ok Kejernihan lensa: Ok Kualitas pengerjaan: Ok,8 bulan lalu
Phantom K8 TWS Gaming,headset,E***h,4,"Produk Sesuai dg yg diiklankan, kwalitas ok",10 bulan lalu
Phantom K8 TWS Gaming,headset,A***h,4,barang nya sudah sampai suara nya not bad,10 bulan lalu
Phantom K8 TWS Gaming,headset,W***l,4,Kualitas pengerjaan: Baik Performa: Baik,12 bulan lalu
Phantom K8 TWS Gaming,headset,B***u,3,Pengiriman cepat Kemasan kardus agak lecek Untuk headset kondisi bagus Suara headset nga bocor dan kualitas suara dan bassnya juga bagus,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,D***x,3,"Pesanan telah diterima dalam kondisi baik, barang berfungsi saat terhubung ke laptop tapi kadang2 tiba2 mati sebelah atau bahkan disconnect sendiri. Kalau dihubungkan ke...",5 bulan lalu
Phantom K8 TWS Gaming,headset,Y***n,3,Suara bass nya mantap guys dan jelas banget,9 bulan lalu
Phantom K8 TWS Gaming,headset,X***e,3,Kejernihan lensa: Baik Kualitas pengerjaan: Baik Performa: Sayangnya speaker sebelah kanan cepet banget lemah batreinya.,4 bulan lalu
Phantom K8 TWS Gaming,headset,P***j,3,Barang udah nyampe tapi gak sesuai deskripsi untuk suara gak terlalu ngebas,12 bulan lalu
Phantom K8 TWS Gaming,headset,K***l,3,Barang sudah sampe cuman nyala sebelah terus waktu di cas ga ada tanda lampu masuk apa ga nyah pas di masukin kotak lagi ga bisa langsung putus dari perangkat masih ada s...,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,H***p,3,"Pengiriman lambat untuk headset kondisi bagus Suara headset nga bocor dan kualitas suara oke dan bassnya juga bagus, sayangnya aku lupa bikin video buka paketnya kotak ny...",11 bulan lalu
Phantom K8 TWS Gaming,headset,N***i,3,barangtdk brfungsi alias rusak..lain kali tlg dcek dl sbelum dkirim,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,T***i,3,"Lumayan,",10 bulan lalu
Phantom K8 TWS Gaming,headset,L***n,3,pakai konektor lightning,8 bulan lalu
Phantom K8 TWS Gaming,headset,J***f,3,Yg 1 lagi tidak bunyi suaranya ini kk,12 bulan lalu
Phantom K8 TWS Gaming,headset,Y***y,3,"Pilih yg warna hitam kenapa yg datang warna putih,apa tidak di cek lagi waktu pengemasan? Tapi bas mantap",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,X***g,3,gk ada buble wrap nya kotak hancur untung isinya aman,4 bulan lalu
Phantom K8 TWS Gaming,headset,C***w,3,Maaf yang berfungsi hanya satu meski sudah di charge,9 bulan lalu
Phantom K8 TWS Gaming,headset,L***z,3,Barang sdah di terima cuma blum di coba semoga sesuai iklan,6 bulan lalu
Phantom K8 TWS Gaming,headset,F***g,3,Performa: Hanya bisa digunakan yang sebelah kanan saja satunya off gak bisa connect,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,N***z,3,Kenapa kok sering hilang2 ya suara nya sama blotot nya sering nyambung gak nyambung gak,12 bulan lalu
Phantom K8 TWS Gaming,headset,J***f,3,"Mengecewakan, kirain suaranya ngebas seperti yang diiklankan, ternyata suaranya cempreng",10 bulan lalu
Phantom K8 TWS Gaming,headset,G***r,3,Kejernihan lensa: Biasa Kualitas pengerjaan: Lumayan bagus Performa: Biasa,8 bulan lalu
Phantom K8 TWS Gaming,headset,P***w,3,"tws 30 ribuan yang sesuai ekspetasi, cocok buat denger musik bass ademm suara mantapp semoga awet aja sii di hargaa segituu",11 bulan lalu
Phantom K8 TWS Gaming,headset,D***b,3,Barang kW jangan berharap lebih tapi sudah lumayan enak suaranya,11 bulan lalu
Phantom K8 TWS Gaming,headset,X***l,3,Untuk harga 50 rbu lumayan jgn berharap lebih untuk kwalitas suara..,11 bulan lalu
Phantom K8 TWS Gaming,headset,U***p,3,Lumayan lah COPYan nya. Bass nya tipis bgt. Buat gaya mah udh pas.,8 bulan lalu
Phantom K8 TWS Gaming,headset,Y***m,3,Setelah saya coba suaranya bagus tapi barang tidak sesuai iklan dan diskripsi merk jbl tapi modelnya beda sama di gambar. Dan waktu pemakaian nya cuma 3j 23menit tidak sa...,11 bulan lalu
Phantom K8 TWS Gaming,headset,M***v,3,"Barangnya sudah sampai cepet, cuma sayangnya packagingnya G pakai bubble wrap padahal sama kurirnya dilempar ngasihnya. Utk Twsnya yang satunya nyala bagus tapi yang satu...",8 bulan lalu
Phantom K8 TWS Gaming,headset,Wisnu,3,"Suara terbalik antara L dan R, sehingga setting suaranya jadi agak aneh.. untuk bass Ok, hanya butuh bantuan equalizer tambahan kalo mau nendang bassnya.. baterai belum d...",2 minggu lalu
Phantom K8 TWS Gaming,headset,D***y,3,"Kualitas sesuai harga,, harga murah dilarang ber ekspektasi setinggi langit",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,C***f,3,"Bagus, walaupun banyak fitur yang nggak tahu. Belum sempet di pakai juga",12 bulan lalu
Phantom K8 TWS Gaming,headset,F***l,3,Trimakasih barang udah myampek Walaupun setelah d coba hidup sebelah makasih 🙏🙏,12 bulan lalu
Phantom K8 TWS Gaming,headset,G***u,3,"Performa: Kurang ngebass, harga segitu terlalu mahal.",5 bulan lalu
Phantom K8 TWS Gaming,headset,M***o,3,"kenceng, cuma minesnya ga ada persenan baterai nya",7 bulan lalu
Phantom K8 TWS Gaming,headset,L***x,3,"3 hari penggunaan dapat disimpulkan produknya dibilang jelek ya enggk, tapi ya ga bagus juga. di jalan pakai helm ga sengaja kegesek sakit mngkin krna pentolannya besar....",9 bulan lalu
Phantom K8 TWS Gaming,headset,V***j,3,"bas nya baguss tapi sebelah lagi tidak bisa di gunakan,semoga kedepannya lebih di perhatikan demi kepuasan konsumen,saya beri bintang 3 karena sedikit kecewa",12 bulan lalu
Phantom K8 TWS Gaming,headset,R***i,3,packingnya seadanya 😆 dan penyok.... tapi Alhamdulillah befungsi dengan baik.. awet yaa..,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,Q***h,3,"batre cepat low, tidak sampai sjam sudah habis",7 bulan lalu
Phantom K8 TWS Gaming,headset,D***l,3,kok rada renyek ya suaranya di belah kiri,8 bulan lalu
Phantom K8 TWS Gaming,headset,U***r,3,Kiri kanan ny kebalik cok wkwkwkkwkw Gg,9 bulan lalu
Phantom K8 TWS Gaming,headset,U***i,3,mati sebelah,11 bulan lalu
Phantom K8 TWS Gaming,headset,Z***a,3,suaranya mendem gak enak.. asal bunyi berasa bass doang itupun gak enak bassnya🤦‍♂️,9 bulan lalu
Phantom K8 TWS Gaming,headset,Y***m,3,Anjir ini boros banget batrenya kak,10 bulan lalu
Phantom K8 TWS Gaming,headset,R***s,3,Gak ada suaranya sebelah gimna ini,6 bulan lalu
Phantom K8 TWS Gaming,headset,D***j,3,Suaranya sih bagus minus btrai boros,10 bulan lalu
Phantom K8 TWS Gaming,headset,K***n,3,Pesanan sudah sampai dg selamat,12 bulan lalu
Phantom K8 TWS Gaming,headset,O***e,3,Ko gk mau nyambung ke audio ya?,10 bulan lalu
Phantom K8 TWS Gaming,headset,W***t,3,Packing ga pake bublle,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,F***t,2,kelengkapan aman kualitas suara kurang suara terbalik antara L dengan R,5 bulan lalu
Phantom K8 TWS Gaming,headset,K***c,2,"dr dateng udah curiga kayanya ada yg aneh, pas pertama kali dicoba cuma sebelah yg nyala, kirain Krn lowbat, abis di charge juga masih sebelah doang yg kedengeran sumpah...",9 bulan lalu
Phantom K8 TWS Gaming,headset,M***y,2,"Ada lecet sedikit disini.. menurut gue suaranya lumayan lah ya dan disini gak ada tambahan karet buat gantinya, di pembelian cuma dapet tws dan cable usb type C aja 😏😏",9 bulan lalu
Phantom K8 TWS Gaming,headset,N***x,2,Suara ngelag ngelag di cas ga bisa masuk agak kecewa sih,11 bulan lalu
Phantom K8 TWS Gaming,headset,p***i,2,Nyala sebelah,12 bulan lalu
Phantom K8 TWS Gaming,headset,Y***g,2,"Baru pemakaian seminggu,stu sdh tdk bsa berfungsi biar pun di cas brpa jam tetep gk bsa nyalah",11 bulan lalu
Phantom K8 TWS Gaming,headset,M***q,2,cepat lowbat,5 bulan lalu
Phantom K8 TWS Gaming,headset,T***l,2,"Bagus sih, tapi masa cuma sebelah yang bunyi",8 bulan lalu
Phantom K8 TWS Gaming,headset,C***j,2,eror ajir bungkus ya jga rusak tombol ya jga eror nyesel gw beli,12 bulan lalu
Phantom K8 TWS Gaming,headset,K***m,2,toko tidak amanah. saya bayar loh pake proteksi biar aman tp kok pas datang dus sama plastik doang,8 bulan lalu
Phantom K8 TWS Gaming,headset,F***j,2,"Suaranya sih oke, tapi yg buat jelek ada suara ""berdesis"" di tws nya kalo lagi dipake.",8 bulan lalu
Phantom K8 TWS Gaming,headset,F***w,2,"Harga segini saya gak berharap yang muluk muluk deh, lah ini mati sebelah masa Udah saya ikutin berulang kali panduan kalo sebelahnya mati coba di unpair lalu tunggu 3-5...",9 bulan lalu
Phantom K8 TWS Gaming,headset,V***r,2,"Maaf,barang sampai aman, tapi sayang yg hidup cuma sebelah😔😔",10 bulan lalu
Phantom K8 TWS Gaming,headset,C***k,2,"Barangnya ada kerusakan , cuman hidup sebelah, kualitas barang buruk",9 bulan lalu
Phantom K8 TWS Gaming,headset,R***q,2,"Pckungan buruk, masa headsenya di lakban jg, bukan cuma box nya yg di lakban headsetnya jg, sudah di cas full suaranya ga seimbang, yg kiri kenceng yg kanan bisik2 dan ti...",9 bulan lalu
Phantom K8 TWS Gaming,headset,I***a,2,"Batrenya cepet banget habis, dan kadang untuk conect bluethoot juga susah😢",9 bulan lalu
Phantom K8 TWS Gaming,headset,H***y,2,Kualitas pengerjaan: Kualitas jlek ajir kecil yang kiri bas nya gede yang kanan kecil kecewa si beli di sini,7 bulan lalu
Phantom K8 TWS Gaming,headset,A***w,2,"suaranya sih enak cuma LR nya kebalik juangkrikkk suara kanan malah kiri, suara kiri malah kanan yg bunyi",10 bulan lalu
Phantom K8 TWS Gaming,headset,B***s,2,Kualitas pengerjaan: Baru dipakai sekali buat running tiba2 tombol hitam copot,8 bulan lalu
Phantom K8 TWS Gaming,headset,G***j,2,"nama perangkat kok ga muncul ya, gimana caranya sambungin ke hp?",9 bulan lalu
Phantom K8 TWS Gaming,headset,M***j,2,kirain ada tali kolor nya ternyata cuman pariasi aza,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,Cleon,2,"Suara mendem dan tidak jernih, kaya earphone 5rb an. Dilihat dari review pembeli lain katanya suara jernih. Pemakaian agak mengecewakan. Volume bawaan (suara system nya)...",2 bulan lalu
Phantom K8 TWS Gaming,headset,A***b,2,"sedikit delay, yang kiri lebih cepat mati ketimbang kanan, yang kanan juga termasuk cepet mati karna belum ada 15menitan padahal cas udah lama",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,Z***n,2,Saya kasih bintang dua karena Suara nya gak ada,6 bulan lalu
Phantom K8 TWS Gaming,headset,S***h,2,Udah di cb kok nggak nyambung ama blutuh ya..,6 bulan lalu
Phantom K8 TWS Gaming,headset,U***n,2,Suara mendem. ada bercak hitam.,8 bulan lalu
Phantom K8 TWS Gaming,headset,U***z,2,Fungsi cuma sebelah,9 bulan lalu
Phantom K8 TWS Gaming,headset,F***y,2,tutup tidak rapat,11 bulan lalu
Phantom K8 TWS Gaming,headset,Z***g,2,Batre nya lumayan boros,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,V***u,2,Mati sebelah kanan,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,Z***a,2,pesan yg ada gantungan di kirim nya yg ga ada gantungan,8 bulan lalu
Phantom K8 TWS Gaming,headset,F***l,2,Unit pas datang mati.. di cas gk nyala2 kebuang prcumA duit 60rb...,1 bulan lalu
Phantom K8 TWS Gaming,headset,E***t,2,"Sensitif gampang lepas connection, boros, untuk main game jangan coba coba dehh apalagi game seperti PUBG arena breakout delta force susah denger step musuh",10 bulan lalu
Phantom K8 TWS Gaming,headset,I***c,2,"Standar aja ternyata. Ga ada Manual Book nya. Sound apa adanya. Ketahanan batre cuma 2 jam saat dipakai, abis itu harus dicharge lagi dalam kotaknya. Thanks..",7 bulan lalu
Phantom K8 TWS Gaming,headset,M***u,2,bass oke sesuai iklan tpi batre'nya no bgt kuciwa lah,11 bulan lalu
Phantom K8 TWS Gaming,headset,Y***s,2,"awal nya oke2 aja tp setelah stgh bulan tbtb tws nya 1 gaada suara , pdhl gprnh d pake baterai full , heran deh pdhl merk jbl",11 bulan lalu
Phantom K8 TWS Gaming,headset,M***v,2,"Kurang bagus, karna hf nya terlalu sensitif di pegang, Pas di pakek dengerin musik pegang hfnya tiba tiba nth ngarah kemna jadi menurut saya ini kurang bagus,",8 bulan lalu
Phantom K8 TWS Gaming,headset,T***w,2,"susah connect,sudah connect tidak ada suara,tau si sesuai harga tpi ayolahhh",12 bulan lalu
Phantom K8 TWS Gaming,headset,Z***a,2,Jblnya sih bagus. Tapi kenapa pas datang isi jblnya rusak satu.gak berfungsi satu,11 bulan lalu
Phantom K8 TWS Gaming,headset,X***w,2,"Aneh suaranya kyk ada nyetrum""nya waktu di pake",11 bulan lalu
Phantom K8 TWS Gaming,headset,E***j,2,"Yang sebelah kirinya udah di cas berjam² tidak masuk, batrenya ttp lowbet,,, sebelah kanannya dipake baru 15 menit batrenya udh turun 20%...nyesel beli",11 bulan lalu
Phantom K8 TWS Gaming,headset,X***k,2,Ini ko yg kanan sm yg kiri beda nama nya ya yg satu nama blootod nya tws yg satu jbl33 ini knp ya,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,X***j,2,"Tidak menyalahkan memang karna harga nya murah, engga bisa dipake soal nya mati terus",9 bulan lalu
Phantom K8 TWS Gaming,headset,R***h,2,"Paking nya kurang rapih pada penyok, trus suaranya ini gede sebelah gmn si😭",7 bulan lalu
Phantom K8 TWS Gaming,headset,K***y,2,Suara satu lgi putus²...klou msuk ke game online . langsung kebanting,9 bulan lalu
Phantom K8 TWS Gaming,headset,B***t,2,Kualitas pengerjaan: Sesuai dng harga lah Kejernihan lensa: Ok lah,9 bulan lalu
Phantom K8 TWS Gaming,headset,I***r,2,Buat nonton youtube aja delay Klo soal ngebasss emng enak sih Buat nonton film delay,9 bulan lalu
Phantom K8 TWS Gaming,headset,X***z,2,Performa: Suara ga jls pada saat menelpon dan kedengaran bising bgi org yg di tlp,9 bulan lalu
Phantom K8 TWS Gaming,headset,S***t,1,"Alhamdulillah cepat sekali datng nya paket ku,, kemasan biasa gx pakai babbelwarp ya ulasan ini sementara krn lom di coba.. Tks Tik Tok, Tks Toko respon baik, Tks Oom Kur...",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,M***u,1,"Quality of work: Buruk, suara tertukar harusnya sound L keluar di R yang harusnya R keluar di L Performance: Batere cepet boros banget Lens clarity: Not Orginal JBL Tidak...",8 bulan lalu
Phantom K8 TWS Gaming,headset,D***d,1,"Barang tak bagus, batreinya cepat lowber,",6 bulan lalu
Phantom K8 TWS Gaming,headset,C***f,1,Headset kanan dak bisa hidup,9 bulan lalu
Phantom K8 TWS Gaming,headset,Z***e,1,"Baru seminggu pemakaian udah gak berfungsi lagi, review jujur ini yaa, saran mending beli yang mahalan dikit. Performa: Buruk",9 bulan lalu
Phantom K8 TWS Gaming,headset,Z***b,1,Tolong ya bg kalk di jual di cobak dlu suara ya jangan asal jual kasihan yang belik suara ya rusak yang seblah bagus yang satu ya jelek suara ya tolong di perbakin lagi p...,7 bulan lalu
Phantom K8 TWS Gaming,headset,Reqi,1,"Barang jauh tidak sesuai,dan tidak bisa di pakai atau rusak",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,F***b,1,Habis baterai tidak bisa di cash tidak ada kendala di carger tws nya yg busuk,9 bulan lalu
Phantom K8 TWS Gaming,headset,E***p,1,Tidak memuaskan 2 jam pakai langsung habis beterai nya,8 bulan lalu
Phantom K8 TWS Gaming,headset,fauzi,1,barang 1 hari normal besoknya langsung mati sebelah. kualitas buruk,1 bulan lalu
Phantom K8 TWS Gaming,headset,U***i,1,"Barang cacat tidak memuaskan, barang cacat di jual",5 bulan lalu
Phantom K8 TWS Gaming,headset,B***c,1,Barang rusak di jual bagaimana ini toko bukan Maslah hrga barang baru Dateng masak ngk bisa di cas mendingan gw sobek duit,5 bulan lalu
Phantom K8 TWS Gaming,headset,F***n,1,Barang tidak sesuai/barang rusak tidak berpungsi sebelah,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,C***h,1,Barang datang tidak sesuai dengan gambar..pesen JBL k8 yg dtng JBL33..udh gitu baru sejam setengah batre udah abis.,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,I***s,1,Barang di terima dengan baik tapi sayang barang Nya kwalitasnya jelek earphone sebelah kanan njeber/ pecah suaranya,Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,I***k,1,"Sangat sangat tidak di rekomendasi untuk beli disini,karet telinga hilang satu terus ga ada karet telingan cadangannya Gimana sih ni toko Lebel mall tapi ga bagus sama s...",12 bulan lalu
Phantom K8 TWS Gaming,headset,W***n,1,"Belum ada satu minggu pemakaian, earphone gabisa connect dan udah gabisa dipake. lampu indikator tidak nyala, pikir saya karena lowbat. tapi pas saya charge juga tetep aj...",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,K***y,1,"suaranya sih enak,,, tp yg yg 1 mati😪",11 bulan lalu
Phantom K8 TWS Gaming,headset,D***v,1,"di isi bareng kenapa yg satu cuma sampe 30 persen udah abis, serangkan satu nya lagi masih nyala ank kemapa si ah",5 bulan lalu
Phantom K8 TWS Gaming,headset,L***l,1,"Bagus sih, packagingnya di perhatiin lagi terlalu polos ga ada bubble warp. Baru berapa hari dah rusak wkwk",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,O***t,1,Quality of work: GEMBEL Performance: GEMBEL Lens clarity: GEMBEL,9 bulan lalu
Phantom K8 TWS Gaming,headset,SibaGoL,1,"penjual penipu.. hati² dengan penjual ini.. duit saya ga balik, sy akan laporkan ke polisi karna ga punya itikad baik..",2 bulan lalu
Phantom K8 TWS Gaming,headset,O***u,1,"Kurir nya aneh, saya bilang kirim ke alamat saya malah dikirim ke alamat lain, dengan alesan kalo ngirim ke alamat saya bukan bagiannya, terus kenapa di ambil kalo bukan...",11 bulan lalu
Phantom K8 TWS Gaming,headset,P***x,1,ini karna muruah kenak tipu sura tidak enak tidak cocok di pakai 😒😡🤬,11 bulan lalu
Phantom K8 TWS Gaming,headset,Q***u,1,Awal² pemakain bagus eh menjelang 2 hari udah rusak ni tws brurik ajg gakk ush lagi terkecoh jbl phantom tolol ini Udh fake cpt rusak lagi kvokl,10 bulan lalu
Phantom K8 TWS Gaming,headset,B***j,1,Barang yg bisa cuman 1 barang bekas kah yg di kirim.,5 bulan lalu
Phantom K8 TWS Gaming,headset,G***a,1,Gak di Peking rapih Kayak gak niat jualan Pengiriman lambat,11 bulan lalu
Phantom K8 TWS Gaming,headset,I***l,1,Jelek ga sesuai foto gak dapet gantunganga box rusak,10 bulan lalu
Phantom K8 TWS Gaming,headset,A***c,1,"Performa: Barang rusak tidak bisa di gunakan. Hati"" blanja onlime sekarang banyak seller penipu. Dasar",8 bulan lalu
Phantom K8 TWS Gaming,headset,U***h,1,"ga usah di beli, batre cepet abis mana ga may connect lagi ke hp langsung gw ancurin",9 bulan lalu
Phantom K8 TWS Gaming,headset,Q***i,1,Akhirnya dengan penantian hampiri 10 THN paket gua sampai juga Semoga toko nya ganti expedisi biar cepat pengiriman barang nya,9 bulan lalu
Phantom K8 TWS Gaming,headset,Z***b,1,baru nyampe udah gabisa hidup sebelah wkwk kocak x 😂😂,9 bulan lalu
Phantom K8 TWS Gaming,headset,X***y,1,barang KW DITULIS DISITU ORI PAS SAYA LIAT DI PRODUK JBL EH GADA SI PHANTOM INI,8 bulan lalu
Phantom K8 TWS Gaming,headset,I***s,1,"barang rusak di kirim , sebelah nggk ada suara nya . klu kirim barang nggk di cek dlu kali yaa .",11 bulan lalu
Phantom K8 TWS Gaming,headset,S***x,1,"Yg hidup cma yg sblah kiri, yg kanan ga ad suaranya",Lebih dari 1 tahun lalu
Phantom K8 TWS Gaming,headset,B***c,1,headset panas sebelah.dan gabisaa digunakan karna mati sebelah,11 bulan lalu
Phantom K8 TWS Gaming,headset,L***f,1,"Barang cman menyala sebelah, satunya lg gak ada suaranya",11 bulan lalu
Phantom K8 TWS Gaming,headset,M***b,1,"Barang tidak bisa di pakai eror, nyala cuma satu saja, di cas pun tidak menyala lampu, kecewa beli ini",11 bulan lalu
Phantom K8 TWS Gaming,headset,D***s,1,"Kabel carger mati, bluetooth eror on off tanpa dipencet. Tiba2 off tanpa dipencet dan disentuh atau kegeser.",11 bulan lalu
